,v,UC_mean,UC_cov,EWS_mean,TWS_mean
0,0,6.103515625e-05,6.103515625e-05,0.52448492124755,0.24410430839002267
1,1,6.103515625e-05,0.0001220703125,0.5235331265442109,0.25180533751962325
2,2,6.103515625e-05,0.000244140625,0.5224258496322532,0.25231118088260945
3,3,6.103515625e-05,0.00048828125,0.5211241791141845,0.24235129949415662
4,4,6.103515625e-05,0.0009765625,0.5196365789804143,0.23332461189604045
5,5,6.103515625e-05,0.001953125,0.5179052999723195,0.2246555032269318
6,6,6.103515625e-05,0.00390625,0.5155767551287768,0.21402407116692831
7,7,6.103515625e-05,0.0078125,0.5143409377995712,0.1978021978021978
8,8,6.103515625e-05,0.015625,0.5136839055800387,0.1927786499215071
9,9,6.103515625e-05,0.03125,0.5131688595342722,0.19386010814582244
10,10,6.103515625e-05,0.0625,0.5127871976903259,0.19374672946101518
11,11,6.103515625e-05,0.125,0.5121688976548622,0.19559567416710275
12,12,6.103515625e-05,0.25,0.5115364148321998,0.200584336298622
13,13,6.103515625e-05,0.5,0.5102159118299392,0.19060701203558345
14,14,6.103515625e-05,1.0,0.5087081765270213,0.18350776207919067
15,15,0.0001220703125,6.103515625e-05,0.5247883641236559,0.25337519623233906
16,16,0.0001220703125,0.0001220703125,0.5238316825326381,0.2537502180359323
17,17,0.0001220703125,0.000244140625,0.5225911785419871,0.25427350427350426
18,18,0.0001220703125,0.00048828125,0.5212892906238784,0.24733996162567592
19,19,0.0001220703125,0.0009765625,0.5197169129737835,0.23661259375545088
20,20,0.0001220703125,0.001953125,0.5179528936980076,0.23332461189604045
21,21,0.0001220703125,0.00390625,0.5156228870789029,0.2170678527821385
22,22,0.0001220703125,0.0078125,0.5143695276157343,0.19597069597069597
23,23,0.0001220703125,0.015625,0.5136854132115429,0.19765393336821907
24,24,0.0001220703125,0.03125,0.5132759172073245,0.195578231292517
25,25,0.0001220703125,0.0625,0.5128992434414915,0.20069771498342928
26,26,0.0001220703125,0.125,0.5122653656228866,0.2026600383743241
27,27,0.0001220703125,0.25,0.5116007853221373,0.20230245944531658
28,28,0.0001220703125,0.5,0.5103107504192349,0.19400837257980114
29,29,0.0001220703125,1.0,0.5088657194047682,0.18728414442700156
30,30,0.000244140625,6.103515625e-05,0.5252483097040495,0.2517878946450375
31,31,0.000244140625,0.0001220703125,0.5241693221690721,0.2524245595674167
32,32,0.000244140625,0.000244140625,0.5228105810900948,0.24853479853479857
33,33,0.000244140625,0.00048828125,0.5213734154250845,0.24343275771847203
34,34,0.000244140625,0.0009765625,0.5197751099260225,0.23098726670155242
35,35,0.000244140625,0.001953125,0.5179608473930034,0.22401883830455255
36,36,0.000244140625,0.00390625,0.5158137576817504,0.22426303854875282
37,37,0.000244140625,0.0078125,0.5144350319242287,0.20120355834641548
38,38,0.000244140625,0.015625,0.5137448128513733,0.1996162567591139
39,39,0.000244140625,0.03125,0.5134965973505865,0.20800627943485087
40,40,0.000244140625,0.0625,0.5131619583333061,0.20948020233734516
41,41,0.000244140625,0.125,0.5124961759806069,0.20411651840223266
42,42,0.000244140625,0.25,0.5118127352683987,0.20437816152101868
43,43,0.000244140625,0.5,0.5106186931465605,0.2012210012210012
44,44,0.000244140625,1.0,0.5091880643820559,0.18560090702947843
45,45,0.00048828125,6.103515625e-05,0.5252920302205233,0.25000872143729286
46,46,0.00048828125,0.0001220703125,0.5241687326529905,0.24658991801848942
47,47,0.00048828125,0.000244140625,0.5228070944302051,0.24814233385661955
48,48,0.00048828125,0.00048828125,0.5213357405417817,0.24657247514390374
49,49,0.00048828125,0.0009765625,0.5197363898301753,0.22878074306645738
50,50,0.00048828125,0.001953125,0.5179278020934491,0.2233821733821734
51,51,0.00048828125,0.00390625,0.5159619925891664,0.21119832548403975
52,52,0.00048828125,0.0078125,0.5146359120752029,0.21377987092272807
53,53,0.00048828125,0.015625,0.5141418214569806,0.21047444618873193
54,54,0.00048828125,0.03125,0.5141761414368984,0.2294610151753009
55,55,0.00048828125,0.0625,0.5138507059189459,0.21336996336996336
56,56,0.00048828125,0.125,0.5131907420986231,0.2149747078318507
57,57,0.00048828125,0.25,0.5125287883514617,0.21157334728763297
58,58,0.00048828125,0.5,0.5114868472347671,0.21000348857491713
59,59,0.00048828125,1.0,0.5100801712713354,0.20826792255363685
60,60,0.0009765625,6.103515625e-05,0.5244902154178622,0.233420547706262
61,61,0.0009765625,0.0001220703125,0.5234323096720234,0.2412523983952555
62,62,0.0009765625,0.000244140625,0.5220805601593803,0.23842665271236702
63,63,0.0009765625,0.00048828125,0.5206955797980694,0.24352869352869352
64,64,0.0009765625,0.0009765625,0.519387893209296,0.2288766788766788
65,65,0.0009765625,0.001953125,0.5179850863835117,0.22536193964765389
66,66,0.0009765625,0.00390625,0.5167280645714812,0.22020757020757023
67,67,0.0009765625,0.0078125,0.5160853119855145,0.20288679574393859
68,68,0.0009765625,0.015625,0.5160343350157273,0.19933717076574217
69,69,0.0009765625,0.03125,0.5162555005727308,0.21006453863596716
70,70,0.0009765625,0.0625,0.5160751467369641,0.22030350601779172
71,71,0.0009765625,0.125,0.5157452611789787,0.20982033839176698
72,72,0.0009765625,0.25,0.515236503106393,0.20813710099424385
73,73,0.0009765625,0.5,0.5143225613615984,0.20656724228152798
74,74,0.0009765625,1.0,0.5132145288432175,0.20313099598813886
75,75,0.001953125,6.103515625e-05,0.5262383822993326,0.2424646781789639
76,76,0.001953125,0.0001220703125,0.5253761617462042,0.2373451944880516
77,77,0.001953125,0.000244140625,0.5240673556109919,0.22648700505843364
78,78,0.001953125,0.00048828125,0.5227369474502985,0.2211058782487354
79,79,0.001953125,0.0009765625,0.521401112390428,0.22050409907552765
80,80,0.001953125,0.001953125,0.5204320349048407,0.22050409907552762
81,81,0.001953125,0.00390625,0.5202189656161391,0.22012907727193443
82,82,0.001953125,0.0078125,0.5208044284643675,0.22620791906506194
83,83,0.001953125,0.015625,0.5215503892063879,0.2246380603523461
84,84,0.001953125,0.03125,0.5219117590791801,0.23144078144078145
85,85,0.001953125,0.0625,0.5219234714316439,0.23327228327228328
86,86,0.001953125,0.125,0.521912174351887,0.2379993022850166
87,87,0.001953125,0.25,0.5216993600554303,0.2289900575614861
88,88,0.001953125,0.5,0.5211276275234923,0.22532705389848248
89,89,0.001953125,1.0,0.5192258451426701,0.22863247863247857
90,90,0.00390625,6.103515625e-05,0.535884946775208,0.2682190825047968
91,91,0.00390625,0.0001220703125,0.5350871504129527,0.250523286237572
92,92,0.00390625,0.000244140625,0.5338969168858408,0.25212803069945927
93,93,0.00390625,0.00048828125,0.5324209808603787,0.24911913483342055
94,94,0.00390625,0.0009765625,0.5311771787702867,0.25595674167102744
95,95,0.00390625,0.001953125,0.53065688684146,0.2545002616431188
96,96,0.00390625,0.00390625,0.5315287524124035,0.254482818768533
97,97,0.00390625,0.0078125,0.5333748989520457,0.25422117564974706
98,98,0.00390625,0.015625,0.5344952489720348,0.2555468341182627
99,99,0.00390625,0.03125,0.5350511354285122,0.26234955520669806
100,100,0.00390625,0.0625,0.5352106950906871,0.2586691086691087
101,101,0.00390625,0.125,0.5353028596538633,0.25674167102738527
102,102,0.00390625,0.25,0.5350609519672994,0.2563492063492064
103,103,0.00390625,0.5,0.5342939708804282,0.2561050061050061
104,104,0.00390625,1.0,0.5313291760952215,0.27903366474795044
105,105,0.0078125,6.103515625e-05,0.5403638208252964,0.2538810395953253
106,106,0.0078125,0.0001220703125,0.5396879984849329,0.25229373800802374
107,107,0.0078125,0.000244140625,0.5384784984808416,0.25556427699284845
108,108,0.0078125,0.00048828125,0.5368107264317367,0.25021803593232167
109,109,0.0078125,0.0009765625,0.535442114858596,0.24508110936682365
110,110,0.0078125,0.001953125,0.5350159695224339,0.2503314146171289
111,111,0.0078125,0.00390625,0.5367561087634203,0.2596023024594453
112,112,0.0078125,0.0078125,0.5401355640032709,0.2533751962323391
113,113,0.0078125,0.015625,0.5414991996145934,0.25190127332984474
114,114,0.0078125,0.03125,0.5418999727414493,0.2604046746903889
115,115,0.0078125,0.0625,0.5417396625540054,0.26930054072911214
116,116,0.0078125,0.125,0.541559528621019,0.2670940170940171
117,117,0.0078125,0.25,0.5411016292125209,0.2622361765218908
118,118,0.0078125,0.5,0.5401682393734644,0.26199197627769055
119,119,0.0078125,1.0,0.53669088905398,0.24781091923949067
120,120,0.015625,6.103515625e-05,0.5364225690041128,0.2582679225536368
121,121,0.015625,0.0001220703125,0.5357603004609326,0.24948543519972088
122,122,0.015625,0.000244140625,0.5347696306332531,0.24372928658642948
123,123,0.015625,0.00048828125,0.5334781482517097,0.24057212628641197
124,124,0.015625,0.0009765625,0.532372583577378,0.2278998778998779
125,125,0.015625,0.001953125,0.5321272047679095,0.23717076574219428
126,126,0.015625,0.00390625,0.5338154051118527,0.23765916623059477
127,127,0.015625,0.0078125,0.5372401649941925,0.2483865341008198
128,128,0.015625,0.015625,0.5387561236174975,0.2379993022850166
129,129,0.015625,0.03125,0.5390854029842029,0.2515088086516658
130,130,0.015625,0.0625,0.5388436578421832,0.25481423338566195
